"""Ano de exibição""";"""Distribuidora""";"""Número de Registro Ancine""";"""Origem da empresa distribuidora""";"""Público""";"""Público Filmes Brasileiros""";"""Renda (R$)""";"""Renda Filmes Brasileiros (R$)""";"""Títulos Exibidos""";"""Títulos Brasileiros  Exibidos""";"""Títulos Lançados""";"""Títulos Brasileiros Lançados"""
"""2009""";"""Ab Filmes""";"""136""";"""Distribuição Nacional""";"""33255""";"""0""";"""307288,57""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2009""";"""Business Telecom""";"""17673""";"""Distribuição Nacional""";"""546""";"""546""";"""2529,5""";"""2530""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Califórnia """;"""532""";"""Distribuição Nacional""";"""211136""";"""547""";"""1963949,76""";"""2209""";"""23""";"""2""";"""11""";"""0"""
"""2009""";"""Canal 3""";"""4282""";"""Distribuição Nacional""";"""0""";"""0""";"""0""";"""0""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Canal Brasil""";"""1500""";"""Distribuição Nacional""";"""15588""";"""15588""";"""141466,68""";"""141467""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Caraminhola Produções Artísticas""";"""6505""";"""Distribuição Nacional""";"""182""";"""182""";"""886""";"""886""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Casa Azul""";"""2260""";"""Distribuição Nacional""";"""230""";"""230""";"""975,38""";"""975""";"""2""";"""2""";"""2""";"""2"""
"""2009""";"""Cinegrama""";"""4965""";"""Distribuição Nacional""";"""907""";"""907""";"""4717,5""";"""4718""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Cinerama Filmes""";"""810""";"""Distribuição Nacional""";"""239""";"""239""";"""767,26""";"""767""";"""1""";"""1""";"""0""";"""0"""
"""2009""";"""Downtown """;"""4904""";"""Distribuição Nacional""";"""101244""";"""101244""";"""837920,74""";"""837921""";"""9""";"""9""";"""2""";"""2"""
"""2009""";"""Downtown/RioFilme""";"""4904/105""";"""Distribuição Nacional""";"""1935766""";"""1935766""";"""17137715,53""";"""17137716""";"""2""";"""2""";"""2""";"""2"""
"""2009""";"""Downtown/Videofilmes""";"""4904/276""";"""Distribuição Nacional""";"""4119""";"""4119""";"""25713,36""";"""25713""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Espaço Filmes """;"""1083""";"""Distribuição Nacional""";"""7919""";"""7919""";"""57765,5""";"""57766""";"""2""";"""2""";"""2""";"""2"""
"""2009""";"""Espaço Itaú de Cinema""";"""14006""";"""Distribuição Nacional""";"""77579""";"""0""";"""1387050""";"""0""";"""2""";"""0""";"""2""";"""0"""
"""2009""";"""Europa""";"""2250""";"""Distribuição Nacional""";"""1929856""";"""111553""";"""17488949,17""";"""778112""";"""30""";"""4""";"""11""";"""1"""
"""2009""";"""Europa/RioFilme""";"""2250/105""";"""Distribuição Nacional""";"""35629""";"""35629""";"""304073,23""";"""304073""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Filmes da Mostra""";"""1797/29957""";"""Distribuição Nacional""";"""116023""";"""0""";"""1030667,42""";"""0""";"""10""";"""0""";"""7""";"""0"""
"""2009""";"""Filmes do Estação""";"""592""";"""Distribuição Nacional""";"""164218""";"""84204""";"""1333743,11""";"""632688""";"""27""";"""9""";"""11""";"""4"""
"""2009""";"""Flashstar Filmes""";"""13591""";"""Distribuição Nacional""";"""65019""";"""0""";"""640518,6""";"""0""";"""2""";"""0""";"""1""";"""0"""
"""2009""";"""Fox""";"""256""";"""Distribuição Internacional""";"""29942400""";"""6215189""";"""256396883""";"""49659548""";"""40""";"""10""";"""19""";"""3"""
"""2009""";"""G7 Cinema""";"""5341""";"""Distribuição Nacional""";"""59336""";"""59336""";"""516323,06""";"""516323""";"""2""";"""2""";"""2""";"""2"""
"""2009""";"""Gávea Filmes """;"""7128""";"""Distribuição Nacional""";"""2596""";"""2596""";"""16555,5""";"""16556""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Imagem """;"""1935""";"""Distribuição Nacional""";"""6967868""";"""2624229""";"""59948695""";"""22549721""";"""44""";"""6""";"""31""";"""4"""
"""2009""";"""Imovision """;"""11868/173""";"""Distribuição Nacional""";"""545507""";"""62023""";"""4797885,37""";"""522371""";"""61""";"""13""";"""25""";"""5"""
"""2009""";"""Já Filmes""";"""748""";"""Distribuição Nacional""";"""1680""";"""1680""";"""7456,5""";"""7457""";"""2""";"""2""";"""0""";"""0"""
"""2009""";"""Labovideo Produções Artísticas""";"""1070""";"""Distribuição Nacional""";"""706""";"""706""";"""3862""";"""3862""";"""1""";"""1""";"""0""";"""0"""
"""2009""";"""Master Shot Produções""";"""478""";"""Distribuição Nacional""";"""0""";"""0""";"""0""";"""0""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Miração Filmes""";"""1860""";"""Distribuição Nacional""";"""6026""";"""6026""";"""41827,75""";"""41828""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Mirasul""";"""1273""";"""Distribuição Nacional""";"""104""";"""104""";"""1061""";"""1061""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Moviemobz """;"""13613""";"""Distribuição Nacional""";"""234903""";"""37775""";"""2093227,77""";"""319849""";"""18""";"""2""";"""16""";"""2"""
"""2009""";"""Moviemobz/RioFilme""";"""13613/105""";"""Distribuição Nacional""";"""74780""";"""74780""";"""724055,76""";"""724056""";"""3""";"""3""";"""3""";"""3"""
"""2009""";"""O2 Cinema""";"""7087""";"""Distribuição Nacional""";"""591""";"""591""";"""3034""";"""3034""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Panda Filmes""";"""941""";"""Distribuição Nacional""";"""10158""";"""6838""";"""49893,23""";"""26667""";"""12""";"""5""";"""7""";"""3"""
"""2009""";"""Pandora """;"""12443/333""";"""Distribuição Nacional""";"""137245""";"""13448""";"""1143180,8""";"""89542""";"""40""";"""11""";"""10""";"""4"""
"""2009""";"""Paramount""";"""169""";"""Distribuição Internacional""";"""8076514""";"""42793""";"""66189369""";"""263675""";"""17""";"""3""";"""10""";"""1"""
"""2009""";"""Paris """;"""11922""";"""Distribuição Nacional""";"""8147077""";"""3238""";"""66210010,61""";"""14678""";"""29""";"""1""";"""18""";"""0"""
"""2009""";"""Pequena Central""";"""1466""";"""Distribuição Nacional""";"""4532""";"""4532""";"""19171,5""";"""19172""";"""2""";"""2""";"""2""";"""2"""
"""2009""";"""Pipa""";"""5467""";"""Distribuição Nacional""";"""5511""";"""5511""";"""22811""";"""22811""";"""6""";"""6""";"""3""";"""3"""
"""2009""";"""Playarte""";"""443""";"""Distribuição Nacional""";"""5368159""";"""284121""";"""46419448,09""";"""2073227""";"""33""";"""3""";"""21""";"""2"""
"""2009""";"""Polifilmes""";"""2550""";"""Distribuição Nacional""";"""7847""";"""7512""";"""45320,54""";"""44106""";"""9""";"""8""";"""3""";"""3"""
"""2009""";"""Polifilmes/Topázio Filmes""";"""2550/1230""";"""Distribuição Nacional""";"""625""";"""625""";"""5018,4""";"""5018""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Portfolium Laboratório de Imagens""";"""14495""";"""Distribuição Nacional""";"""221""";"""221""";"""1863""";"""1863""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Prana Filmes""";"""1226""";"""Distribuição Nacional""";"""2313""";"""2313""";"""23001,98""";"""23002""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Raiz Filmes""";"""11792""";"""Distribuição Nacional""";"""318""";"""318""";"""954""";"""954""";"""1""";"""1""";"""0""";"""0"""
"""2009""";"""Rec Produtores""";"""408""";"""Distribuição Nacional""";"""736""";"""736""";"""2616""";"""2616""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""República Pureza""";"""1036""";"""Distribuição Nacional""";"""3546""";"""3546""";"""31690""";"""31690""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""RioFilme""";"""105""";"""Distribuição Nacional""";"""2971""";"""2971""";"""14113,77""";"""14114""";"""7""";"""7""";"""1""";"""1"""
"""2009""";"""Sereia Filmes""";"""13753""";"""Distribuição Nacional""";"""2650""";"""2650""";"""15022,15""";"""15022""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Serendip""";"""4626""";"""Distribuição Nacional""";"""556""";"""0""";"""4305""";"""0""";"""1""";"""0""";"""0""";"""0"""
"""2009""";"""Serendip/Art Films""";"""4626""";"""Distribuição Nacional""";"""21603""";"""21603""";"""180751,02""";"""180751""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Sony """;"""84""";"""Distribuição Internacional""";"""28257224""";"""1215036""";"""247728888,7""";"""8561300""";"""68""";"""15""";"""37""";"""2"""
"""2009""";"""Sony/Downtown""";"""84/4904""";"""Codistribuição Internacional-Nacional""";"""316077""";"""316077""";"""2640159,02""";"""2640159""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Superfilmes""";"""125""";"""Distribuição Nacional""";"""6784""";"""6784""";"""98555,5""";"""98556""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""T.A.O. Produções Artisticas""";"""1049""";"""Distribuição Nacional""";"""609""";"""609""";"""3887""";"""3887""";"""1""";"""1""";"""1""";"""1"""
"""2009""";"""Universal""";"""169/84/33787""";"""Distribuição Internacional""";"""6517331""";"""194577""";"""58695713""";"""1531976""";"""25""";"""5""";"""19""";"""3"""
"""2009""";"""Usina Digital""";"""4591""";"""Distribuição Nacional""";"""2487""";"""2487""";"""13227,5""";"""13228""";"""3""";"""3""";"""0""";"""0"""
"""2009""";"""Videofilmes""";"""276""";"""Distribuição Nacional""";"""38980""";"""38794""";"""307378,51""";"""306338""";"""10""";"""8""";"""3""";"""3"""
"""2009""";"""Warner""";"""265""";"""Distribuição Internacional""";"""13202890""";"""2514362""";"""112711984""";"""21645428""";"""20""";"""4""";"""12""";"""2"""
"""2009""";"""Youle Filmes""";"""306""";"""Distribuição Nacional""";"""19""";"""19""";"""186""";"""186""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Ab Filmes""";"""136""";"""Distribuição Nacional""";"""50788""";"""0""";"""481645,78""";"""0""";"""4""";"""0""";"""4""";"""0"""
"""2010""";"""Accorde Audiovisuais""";"""1403""";"""Distribuição Nacional""";"""73756""";"""73756""";"""285684,55""";"""285685""";"""2""";"""2""";"""2""";"""2"""
"""2010""";"""Anavilhana""";"""5313""";"""Distribuição Nacional""";"""818""";"""818""";"""6679,4""";"""6679""";"""2""";"""2""";"""2""";"""2"""
"""2010""";"""Bonfilm""";"""14462""";"""Distribuição Nacional""";"""4703""";"""0""";"""42963,9""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2010""";"""Bras Filmes""";"""319""";"""Distribuição Nacional""";"""24149""";"""24149""";"""176323,29""";"""176323""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Caliban""";"""854""";"""Distribuição Nacional""";"""9572""";"""9572""";"""74824,88""";"""74825""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Califórnia """;"""532""";"""Distribuição Nacional""";"""1739932""";"""0""";"""16422619,15""";"""0""";"""16""";"""0""";"""10""";"""0"""
"""2010""";"""Casa Azul""";"""2260""";"""Distribuição Nacional""";"""49""";"""49""";"""236""";"""236""";"""1""";"""1""";"""0""";"""0"""
"""2010""";"""Ciclorama""";"""17471""";"""Distribuição Nacional""";"""7431""";"""7431""";"""60280,74""";"""60281""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Cinegrama""";"""4965""";"""Distribuição Nacional""";"""34""";"""34""";"""183,5""";"""184""";"""1""";"""1""";"""0""";"""0"""
"""2010""";"""Copacabana Filmes""";"""506""";"""Distribuição Nacional""";"""1496""";"""1496""";"""13908""";"""13908""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Downtown """;"""4904""";"""Distribuição Nacional""";"""14823""";"""14823""";"""79075""";"""79075""";"""5""";"""5""";"""1""";"""1"""
"""2010""";"""Downtown/Europa""";"""4904/2250""";"""Distribuição Nacional""";"""848494""";"""848494""";"""7065555,9""";"""7065556""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Downtown/Paris""";"""4904/11922""";"""Distribuição Nacional""";"""447822""";"""447822""";"""3711269,2""";"""3711269""";"""1""";"""1""";"""0""";"""0"""
"""2010""";"""Downtown/RioFilme""";"""4904/105""";"""Distribuição Nacional""";"""27382""";"""27382""";"""218374,42""";"""218374""";"""3""";"""3""";"""1""";"""1"""
"""2010""";"""Downtown/Videofilmes""";"""4904/276""";"""Distribuição Nacional""";"""1328""";"""1328""";"""6567""";"""6567""";"""1""";"""1""";"""0""";"""0"""
"""2010""";"""Espaço Filmes """;"""1083""";"""Distribuição Nacional""";"""86964""";"""86964""";"""763358,01""";"""763358""";"""9""";"""9""";"""9""";"""9"""
"""2010""";"""Espaço Itaú de Cinema""";"""14006""";"""Distribuição Nacional""";"""8601""";"""0""";"""165283,5""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2010""";"""Europa""";"""2250""";"""Distribuição Nacional""";"""637851""";"""112320""";"""6083130,16""";"""877596""";"""24""";"""7""";"""13""";"""5"""
"""2010""";"""Europa/RioFilme""";"""2250/105""";"""Distribuição Nacional""";"""1459323""";"""1459323""";"""12671167,31""";"""12671167""";"""3""";"""3""";"""2""";"""2"""
"""2010""";"""Filmes da Mostra""";"""1797/29957""";"""Distribuição Nacional""";"""116134""";"""0""";"""1075885,32""";"""0""";"""13""";"""0""";"""5""";"""0"""
"""2010""";"""Filmes do Estação""";"""592""";"""Distribuição Nacional""";"""26266""";"""293""";"""233472,65""";"""2486""";"""7""";"""2""";"""0""";"""0"""
"""2010""";"""Filmes do Rio de Janeiro""";"""1517""";"""Distribuição Nacional""";"""453""";"""453""";"""3955,71""";"""3956""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Fox""";"""256""";"""Distribuição Internacional""";"""25081393""";"""4171459""";"""232613226""";"""36906484""";"""32""";"""7""";"""18""";"""3"""
"""2010""";"""G7 Cinema""";"""5341""";"""Distribuição Nacional""";"""36138""";"""36138""";"""355801,48""";"""355801""";"""3""";"""3""";"""3""";"""3"""
"""2010""";"""Gávea Filmes """;"""7128""";"""Distribuição Nacional""";"""1036""";"""1036""";"""5304,5""";"""5305""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Idéia Forte""";"""15995""";"""Distribuição Nacional""";"""929""";"""929""";"""8588""";"""8588""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Imagem """;"""1935""";"""Distribuição Nacional""";"""4318689""";"""43505""";"""41399022,73""";"""340245""";"""40""";"""4""";"""30""";"""2"""
"""2010""";"""Imovision """;"""11868/173""";"""Distribuição Nacional""";"""714197""";"""32077""";"""6780813,44""";"""310011""";"""54""";"""7""";"""28""";"""2"""
"""2010""";"""M. Schmiedt Produções""";"""983""";"""Distribuição Nacional""";"""2115""";"""2115""";"""10253""";"""10253""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Miração Filmes""";"""1860""";"""Distribuição Nacional""";"""73""";"""73""";"""276""";"""276""";"""1""";"""1""";"""0""";"""0"""
"""2010""";"""Moro Comunicação""";"""5224""";"""Distribuição Nacional""";"""1205""";"""1205""";"""6908""";"""6908""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Moviemobz """;"""13613""";"""Distribuição Nacional""";"""10741""";"""1589""";"""178735,6""";"""14322""";"""9""";"""2""";"""3""";"""1"""
"""2010""";"""Moviemobz/RioFilme""";"""13613/105""";"""Distribuição Nacional""";"""2667""";"""2667""";"""23410""";"""23410""";"""3""";"""3""";"""0""";"""0"""
"""2010""";"""Panda Filmes""";"""941""";"""Distribuição Nacional""";"""16843""";"""12806""";"""64633,02""";"""33090""";"""4""";"""1""";"""0""";"""0"""
"""2010""";"""Pandora """;"""12443/333""";"""Distribuição Nacional""";"""126478""";"""14740""";"""1084352,72""";"""107210""";"""32""";"""5""";"""9""";"""2"""
"""2010""";"""Paramount""";"""169""";"""Distribuição Internacional""";"""19343121""";"""390346""";"""185576728""";"""3483041""";"""13""";"""2""";"""13""";"""2"""
"""2010""";"""Paris """;"""11922""";"""Distribuição Nacional""";"""8938884""";"""433""";"""77483672,51""";"""4066""";"""34""";"""1""";"""24""";"""1"""
"""2010""";"""Pipa""";"""5467""";"""Distribuição Nacional""";"""2679""";"""1489""";"""9833,5""";"""3734""";"""4""";"""3""";"""1""";"""0"""
"""2010""";"""Playarte""";"""443""";"""Distribuição Nacional""";"""4499544""";"""1248097""";"""39394612,94""";"""8337524""";"""35""";"""4""";"""25""";"""2"""
"""2010""";"""Polifilmes""";"""2550""";"""Distribuição Nacional""";"""4233""";"""4063""";"""32207,45""";"""30934""";"""5""";"""4""";"""3""";"""3"""
"""2010""";"""Raiz Filmes""";"""11792""";"""Distribuição Nacional""";"""57443""";"""57443""";"""172111,7""";"""172112""";"""5""";"""5""";"""0""";"""0"""
"""2010""";"""Santa Fé Filmes """;"""782""";"""Distribuição Nacional""";"""1661""";"""1661""";"""14122""";"""14122""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Sereia Filmes""";"""13753""";"""Distribuição Nacional""";"""73""";"""73""";"""171""";"""171""";"""1""";"""1""";"""0""";"""0"""
"""2010""";"""Serendip""";"""4626""";"""Distribuição Nacional""";"""39226""";"""0""";"""345126,52""";"""0""";"""6""";"""0""";"""6""";"""0"""
"""2010""";"""Símio Filmes""";"""14208""";"""Distribuição Nacional""";"""1809""";"""1809""";"""9312""";"""9312""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Sony """;"""84""";"""Distribuição Internacional""";"""26984602""";"""1548962""";"""257809217,66""";"""12620518""";"""63""";"""13""";"""33""";"""4"""
"""2010""";"""Sony/Downtown""";"""84/4904""";"""Codistribuição Internacional-Nacional""";"""3414241""";"""3414241""";"""30283798,77""";"""30283799""";"""2""";"""2""";"""1""";"""1"""
"""2010""";"""Sony/RioFilme""";"""84/105""";"""Codistribuição Internacional-Nacional""";"""155744""";"""155744""";"""1350474,16""";"""1350474""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""T.A.O. Produções Artisticas""";"""1049""";"""Distribuição Nacional""";"""879""";"""879""";"""2178""";"""2178""";"""1""";"""1""";"""0""";"""0"""
"""2010""";"""TV Zero Cinema""";"""4586""";"""Distribuição Nacional""";"""0""";"""0""";"""0""";"""0""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Universal""";"""169/84/33787""";"""Distribuição Internacional""";"""7002618""";"""0""";"""65781012""";"""0""";"""17""";"""0""";"""12""";"""0"""
"""2010""";"""Usina Digital""";"""4591""";"""Distribuição Nacional""";"""1805""";"""1805""";"""12227,75""";"""12228""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Vega Filmes""";"""11995""";"""Distribuição Nacional""";"""85""";"""85""";"""908""";"""908""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Videofilmes""";"""276""";"""Distribuição Nacional""";"""89087""";"""89087""";"""817308,91""";"""817309""";"""5""";"""5""";"""4""";"""4"""
"""2010""";"""Vitrine Filmes""";"""16713""";"""Distribuição Nacional""";"""2368""";"""2368""";"""14778,71""";"""14779""";"""3""";"""3""";"""2""";"""2"""
"""2010""";"""Walper Ruas""";"""1572""";"""Distribuição Nacional""";"""2822""";"""2822""";"""21042,5""";"""21043""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Warner""";"""265""";"""Distribuição Internacional""";"""17072980""";"""8971""";"""164502240,37""";"""73412""";"""25""";"""4""";"""18""";"""1"""
"""2010""";"""Warner/RioFilme""";"""265/105""";"""Codistribuição Internacional-Nacional""";"""296739""";"""296739""";"""2246886""";"""2246886""";"""1""";"""1""";"""1""";"""1"""
"""2010""";"""Zazen""";"""611""";"""Distribuição Nacional""";"""11023475""";"""11023475""";"""102320114,16""";"""102320114""";"""1""";"""1""";"""1""";"""1"""
"""2011""";"""Ab Filmes""";"""136""";"""Distribuição Nacional""";"""35255""";"""0""";"""353514,15""";"""0""";"""6""";"""0""";"""3""";"""0"""
"""2011""";"""Ab Filmes/Festival Filmes""";"""136/16538""";"""Distribuição Nacional""";"""4268""";"""4268""";"""43090,91""";"""43091""";"""1""";"""1""";"""1""";"""1"""
"""2011""";"""Accorde Audiovisuais""";"""1403""";"""Distribuição Nacional""";"""16611""";"""16611""";"""46176""";"""46176""";"""1""";"""1""";"""0""";"""0"""
"""2011""";"""Activity filmes""";"""309""";"""Distribuição Nacional""";"""2070""";"""0""";"""16135,79""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2011""";"""Art Films""";"""98""";"""Distribuição Nacional""";"""237""";"""0""";"""1435""";"""0""";"""1""";"""0""";"""0""";"""0"""
"""2011""";"""Bonfilm""";"""14462""";"""Distribuição Nacional""";"""10110""";"""0""";"""93444,58""";"""0""";"""2""";"""0""";"""1""";"""0"""
